postcode,EstimatedPopulation2017,CensusPopulation2011,Aged00to04,Aged05to09,Aged10to14,Aged15to19,Aged20to24,Aged25to29,Aged30to34,Aged35to39,Aged40to44,Aged45to49,Aged50to54,Aged55to59,Aged60to64,Aged65to69,Aged70to74,Aged75to79,Aged80to84,Aged85plus,RelativeSEAdDisad_1,RelativeSEAdDisad_2,RelativeSEAdDisad_3,RelativeSEAdDisad_4,RelativeSEAdDisad_5,RelativeSEAdDisad_6,RelativeSEAdDisad_7,RelativeSEAdDisad_8,RelativeSEAdDisad_9,RelativeSEAdDisad_10,RelativeSEAdDisad_WeightedAverage
2500,42078.60,37400.58,0.05,0.04,0.04,0.06,0.20,0.12,0.08,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.02,0.02,0.03,"2,131","3,010","5,592","6,927","5,208","8,176","5,095","3,385","1,348",689,5.0
2502,12725.88,11731.00,0.07,0.05,0.06,0.05,0.04,0.05,0.06,0.05,0.06,0.07,0.09,0.07,0.07,0.07,0.05,0.05,0.03,0.02,"7,764","3,296",520,"1,129",,,,,,,1.6
2505,5616.84,4987.81,0.06,0.04,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.08,0.09,0.08,0.07,0.06,0.04,0.05,0.03,0.03,"1,756","2,553",988,,289,,,,,,2.0
2506,7985.90,7293.13,0.06,0.05,0.06,0.07,0.05,0.04,0.05,0.05,0.06,0.08,0.10,0.08,0.07,0.06,0.04,0.04,0.03,0.01,"5,559",435,,,806,"1,170",,,,,2.2
2508,9513.82,8659.82,0.08,0.08,0.04,0.04,0.02,0.06,0.06,0.11,0.08,0.06,0.05,0.10,0.06,0.05,0.05,0.02,0.03,0.03,,,601,,,892,"1,209","1,661","4,287",842,8.0
2515,11604.52,10373.84,0.07,0.08,0.09,0.06,0.03,0.06,0.08,0.09,0.08,0.05,0.08,0.08,0.05,0.03,0.03,0.01,0.01,0.02,,,,,506,893,"1,903","2,158","4,805","1,335",8.2
2516,6115.42,5599.00,0.07,0.09,0.07,0.06,0.04,0.06,0.06,0.06,0.08,0.08,0.07,0.09,0.06,0.03,0.03,0.03,0.01,0.02,,,547,720,959,905,,"1,916","1,056",,6.5
2517,14430.10,13040.00,0.07,0.07,0.06,0.06,0.04,0.07,0.07,0.06,0.07,0.06,0.06,0.08,0.06,0.04,0.04,0.04,0.03,0.03,622,354,"2,584","2,302","1,853",851,"3,198",417,"1,938",291,5.5
2518,20491.81,18572.00,0.07,0.06,0.05,0.06,0.05,0.08,0.08,0.08,0.07,0.06,0.06,0.07,0.04,0.04,0.04,0.03,0.02,0.04,"2,369","2,300","6,085","4,296","1,261","2,342","1,461",,370,,3.7
2519,17473.42,15781.35,0.06,0.05,0.05,0.07,0.09,0.08,0.07,0.05,0.06,0.07,0.06,0.06,0.05,0.06,0.05,0.04,0.02,0.02,"1,172","1,138","5,762","1,427","1,375",914,792,"1,275","1,747","1,872",5.1
2522,161.46,155.00,0.01,0.03,0.05,0.17,0.36,0.09,0.06,0.03,0.04,0.03,0.01,0.01,0.04,0.04,0.01,0.01,0.02,0.01,,,,,,161,,,,,6.0
2525,12502.60,10925.00,0.06,0.09,0.07,0.07,0.10,0.04,0.07,0.07,0.08,0.06,0.05,0.05,0.06,0.05,0.02,0.02,0.02,0.02,424,488,431,"1,545",347,"1,647","1,363","1,425","4,225",609,6.8
2526,17110.84,15510.00,0.05,0.08,0.07,0.07,0.04,0.06,0.05,0.05,0.10,0.08,0.08,0.05,0.04,0.05,0.04,0.03,0.03,0.04,"3,135","1,134","1,020","1,248",,"1,030","2,318","2,865","1,689","2,494",5.8
2527,22957.85,20741.00,0.09,0.08,0.07,0.05,0.05,0.08,0.08,0.06,0.09,0.10,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.04,"1,811","2,034","3,576","4,242","2,763","1,695","2,947","3,011",808,,4.8
2528,26049.84,23204.00,0.04,0.04,0.07,0.08,0.05,0.04,0.05,0.04,0.05,0.05,0.08,0.08,0.07,0.10,0.06,0.05,0.04,0.02,"12,230","3,370","5,144","2,762",954,"1,589",,,,,2.3
2529,25700.71,22280.26,0.07,0.09,0.07,0.07,0.04,0.07,0.07,0.08,0.07,0.05,0.08,0.07,0.06,0.04,0.03,0.03,0.01,0.01,,"2,644","3,660","3,206","1,742","2,688","2,141","1,309","3,238","4,665",6.0
2530,32831.20,29820.03,0.06,0.07,0.07,0.07,0.04,0.05,0.06,0.06,0.05,0.06,0.08,0.05,0.06,0.06,0.05,0.05,0.03,0.03,"4,745","4,149","4,629","5,169","2,889","2,767","3,734","2,217","1,306","1,121",4.4
2533,16162.88,14776.00,0.05,0.06,0.05,0.06,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.09,0.08,0.08,0.06,0.04,0.03,0.03,,932,,316,"2,036","2,483","2,255","4,574","3,558",,7.0
2534,5856.84,5077.14,0.05,0.06,0.12,0.07,0.03,0.05,0.04,0.03,0.08,0.06,0.06,0.05,0.09,0.05,0.05,0.03,0.04,0.04,,,463,,419,993,"2,125",801,"1,056",,6.9
2535,7663.06,6962.27,0.05,0.04,0.05,0.05,0.05,0.05,0.06,0.03,0.04,0.03,0.06,0.07,0.06,0.14,0.10,0.04,0.04,0.04,"1,003",,"1,313",391,725,809,"1,083",958,"1,381",,5.6
2536,19006.79,17358.00,0.05,0.06,0.05,0.05,0.03,0.05,0.04,0.05,0.05,0.06,0.06,0.08,0.08,0.10,0.08,0.04,0.03,0.04,"3,372","3,544","3,788","3,598","2,741",883,651,426,,,3.3
2537,11815.87,10955.49,0.06,0.05,0.08,0.05,0.04,0.02,0.04,0.03,0.07,0.07,0.07,0.08,0.08,0.08,0.06,0.06,0.05,0.04,"1,501","2,273","2,317","2,366","2,162","1,189",8,,,,3.4
2538,2436.71,2116.00,0.04,0.05,0.06,0.04,0.04,0.02,0.03,0.06,0.09,0.05,0.07,0.09,0.09,0.10,0.06,0.04,0.04,0.05,,,467,466,665,361,478,,,,5.0
2539,18154.50,16648.17,0.04,0.04,0.06,0.05,0.05,0.03,0.03,0.05,0.08,0.05,0.07,0.08,0.09,0.11,0.08,0.05,0.04,0.02,"2,291","4,923","3,718","5,113","1,603",335,158,,,,3.0
2540,45680.54,42225.07,0.05,0.06,0.06,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.07,0.07,0.08,0.08,0.06,0.06,0.04,0.05,"7,686","6,008","8,353","6,568","5,087","3,285","2,599","4,389","1,340",,4.0
2541,26464.43,23862.33,0.07,0.07,0.06,0.07,0.05,0.06,0.06,0.05,0.05,0.08,0.06,0.08,0.06,0.04,0.06,0.03,0.02,0.03,"8,776","4,061","4,521","4,803",985,"1,633",580,243,858,,3.0
2545,1045.07,1027.00,0.03,0.05,0.03,0.03,0.03,0.11,0.11,0.03,0.02,0.03,0.07,0.06,0.20,0.05,0.05,0.05,0.03,0.03,274,,,478,,270,23,,,,3.8
2546,9592.61,8846.51,0.03,0.05,0.02,0.04,0.02,0.02,0.02,0.04,0.05,0.04,0.07,0.13,0.12,0.10,0.09,0.07,0.04,0.04,981,"3,043","1,705","2,216",918,515,185,,,,3.1
2548,7772.80,7085.57,0.04,0.04,0.05,0.03,0.03,0.03,0.03,0.04,0.04,0.07,0.07,0.08,0.12,0.13,0.09,0.06,0.03,0.04,367,357,"1,444","1,084","2,603","1,501",416,,,,4.5
2549,3858.37,3625.47,0.05,0.06,0.07,0.06,0.03,0.02,0.04,0.04,0.05,0.07,0.08,0.08,0.11,0.10,0.06,0.04,0.03,0.02,239,381,"1,014",634,814,491,286,,,,4.0
2550,16716.06,15477.07,0.06,0.07,0.07,0.08,0.04,0.04,0.05,0.05,0.06,0.07,0.05,0.10,0.07,0.06,0.05,0.04,0.03,0.02,"2,540","3,644","1,220","2,033","3,972","3,058",247,,,,3.7
2551,3790.71,3448.03,0.04,0.04,0.03,0.03,0.04,0.02,0.03,0.06,0.04,0.04,0.21,0.06,0.09,0.07,0.07,0.05,0.05,0.05,"1,185",921,271,"1,061",338,,,,,,2.6
2555,318.24,504.00,0.08,0.08,0.08,0.07,0.08,0.05,0.08,0.11,0.04,0.05,0.03,0.07,0.09,0.06,0.05,0.02,0.03,0.02,,308,,,,,10,,,,2.2
2556,1253.77,2557.88,0.06,0.08,0.11,0.07,0.06,0.06,0.07,0.10,0.07,0.04,0.05,0.08,0.09,0.04,0.04,0.02,0.03,0.02,,,,,317,345,174,418,,,6.6
2557,4181.45,4010.32,0.05,0.08,0.08,0.07,0.09,0.08,0.07,0.06,0.05,0.05,0.03,0.06,0.08,0.05,0.06,0.02,0.01,0.03,,,200,289,573,56,"3,007",40,,,6.3
2558,12286.68,11110.06,0.08,0.09,0.06,0.08,0.09,0.07,0.08,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.02,0.01,0.01,0.02,331,,"2,305","4,550","2,147",638,"1,271","1,045",,,4.7
2559,4164.60,3806.00,0.13,0.16,0.10,0.09,0.08,0.06,0.07,0.05,0.05,0.03,0.03,0.04,0.05,0.05,0.01,0.01,0.00,0.01,"3,624",,,525,,,,,,,1.4
2560,80627.90,72205.44,0.08,0.06,0.06,0.07,0.08,0.08,0.08,0.06,0.07,0.06,0.06,0.06,0.05,0.04,0.04,0.02,0.01,0.01,"11,364","8,294","13,658","16,167","14,005","4,110","2,634","2,169","3,508","3,020",4.0
2563,373.29,309.31,0.09,0.05,0.03,0.04,0.06,0.04,0.09,0.03,0.03,0.07,0.07,0.07,0.03,0.07,0.07,0.07,0.04,0.07,,,,373,,,,,,,4.0
2564,12902.91,13343.26,0.07,0.08,0.09,0.08,0.05,0.06,0.07,0.09,0.07,0.05,0.06,0.06,0.06,0.06,0.03,0.01,0.01,0.00,"3,852","1,938","3,044","2,974",901,,,,193,,2.7
2565,19099.18,16539.38,0.06,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.08,0.08,0.07,0.10,0.07,0.04,0.03,0.03,0.01,0.01,571,"1,593","3,080","2,404","3,610",683,"4,550",827,,"1,450",5.1
2566,27053.77,24082.35,0.08,0.07,0.06,0.06,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.05,0.02,0.02,0.02,0.02,"3,587","2,423","3,758","5,301","6,581","1,661","2,141",591,437,126,4.0
2567,38311.54,33817.93,0.08,0.10,0.09,0.08,0.05,0.05,0.07,0.09,0.11,0.07,0.07,0.05,0.04,0.03,0.02,0.02,0.01,0.00,318,,"1,137","1,832","1,702","1,833","4,996","5,291","6,960","14,044",8.1
2568,770.50,1017.00,0.02,0.04,0.06,0.09,0.04,0.08,0.03,0.04,0.04,0.10,0.06,0.09,0.07,0.07,0.04,0.05,0.04,0.06,,,,,,404,101,,266,,7.2
2569,904.66,1314.00,0.04,0.04,0.06,0.11,0.06,0.10,0.05,0.05,0.04,0.12,0.07,0.12,0.08,0.02,0.02,0.02,0.02,0.01,,,,,,176,387,342,,,7.2
2570,49918.84,28423.91,0.07,0.08,0.07,0.05,0.07,0.09,0.09,0.08,0.06,0.07,0.06,0.05,0.04,0.04,0.03,0.02,0.02,0.02,"1,600",312,430,"2,398","2,047","4,350","2,203","11,403","17,134","8,041",7.8
2571,13189.51,9766.68,0.06,0.07,0.07,0.09,0.06,0.06,0.06,0.05,0.07,0.08,0.08,0.08,0.06,0.05,0.04,0.02,0.01,0.01,,,958,"2,371",303,318,"4,120","1,783","1,588","1,747",6.9
2572,4648.90,4037.00,0.05,0.07,0.06,0.08,0.08,0.04,0.05,0.05,0.08,0.05,0.09,0.07,0.05,0.07,0.04,0.02,0.01,0.03,,,,"1,050",937,765,"1,896",,,,5.8
2573,5176.74,4611.00,0.06,0.07,0.05,0.09,0.08,0.05,0.05,0.05,0.08,0.05,0.09,0.07,0.05,0.07,0.04,0.03,0.01,0.01,417,"1,145","1,688",,660,617,651,,,,3.7
2574,6086.44,5404.00,0.04,0.05,0.06,0.04,0.02,0.08,0.05,0.04,0.04,0.05,0.03,0.13,0.19,0.04,0.04,0.03,0.04,0.03,,317,369,"1,104","1,603",739,"1,353",603,,,5.4
2575,15583.62,14190.59,0.06,0.06,0.08,0.08,0.05,0.06,0.05,0.04,0.05,0.06,0.09,0.08,0.07,0.04,0.05,0.06,0.02,0.01,,"2,519","1,917","1,884","2,714","2,443","1,472","1,349","1,037",248,5.1
2576,14127.78,12701.43,0.04,0.05,0.06,0.05,0.04,0.03,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.11,0.11,0.06,0.05,0.06,,,"1,869",654,799,"1,630","1,380","2,342","3,371","2,082",7.2
2577,15474.92,14217.85,0.06,0.06,0.06,0.08,0.05,0.04,0.04,0.05,0.08,0.06,0.06,0.08,0.07,0.09,0.05,0.03,0.03,0.02,"1,061",955,"1,403","2,148","1,725","1,539","1,910","2,571","2,093",,5.6
2578,2395.54,2544.00,0.06,0.08,0.04,0.02,0.03,0.02,0.05,0.06,0.04,0.10,0.05,0.09,0.10,0.12,0.05,0.03,0.04,0.05,,,,687,,"1,313",254,,143,,5.7
2579,4114.95,3688.00,0.06,0.08,0.06,0.03,0.05,0.04,0.05,0.06,0.06,0.10,0.06,0.07,0.08,0.09,0.05,0.02,0.02,0.02,,621,438,265,"1,576",233,503,86,190,200,5.1
2580,29915.38,27207.52,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.05,0.04,0.03,0.03,"3,856","6,820","3,276","3,211","2,524","4,150","4,130",798,573,,3.9
2581,2274.17,1878.00,0.06,0.07,0.07,0.07,0.04,0.03,0.05,0.07,0.08,0.10,0.08,0.10,0.05,0.04,0.04,0.03,0.02,0.02,,,193,329,227,303,365,497,314,47,6.5
2582,13578.59,11686.00,0.07,0.07,0.07,0.06,0.05,0.05,0.06,0.07,0.08,0.07,0.07,0.06,0.07,0.06,0.04,0.03,0.02,0.02,,753,804,"2,923",246,389,"1,021","1,674","3,091","2,677",6.9
2583,4630.01,4144.10,0.06,0.06,0.06,0.05,0.04,0.03,0.04,0.04,0.05,0.06,0.08,0.08,0.08,0.08,0.07,0.06,0.04,0.03,,470,"1,435",693,502,533,621,377,,,4.6
2584,548.83,464.00,0.05,0.07,0.06,0.05,0.03,0.06,0.06,0.03,0.05,0.09,0.10,0.10,0.03,0.05,0.06,0.05,0.03,0.04,,,326,,,,223,,,,4.6
2585,274.41,255.55,0.09,0.07,0.06,0.03,0.05,0.05,0.05,0.04,0.05,0.04,0.08,0.08,0.03,0.03,0.06,0.11,0.04,0.04,,,,,271,4,,,,,5.0
2586,2450.62,2525.00,0.07,0.06,0.06,0.06,0.07,0.05,0.05,0.04,0.06,0.06,0.09,0.07,0.05,0.05,0.05,0.07,0.03,0.03,,825,587,,654,,,385,,,4.0
2587,3398.82,2905.87,0.07,0.05,0.05,0.04,0.07,0.05,0.06,0.05,0.06,0.05,0.09,0.06,0.06,0.05,0.06,0.07,0.02,0.03,"1,310",778,,330,51,668,261,,,,3.0
2588,351.12,308.00,0.05,0.07,0.08,0.02,0.05,0.07,0.05,0.03,0.04,0.07,0.09,0.10,0.07,0.07,0.06,0.05,0.01,0.02,,,,,351,,,,,,5.0
2590,7289.52,6897.00,0.06,0.05,0.05,0.06,0.06,0.07,0.04,0.03,0.04,0.06,0.07,0.08,0.07,0.08,0.06,0.05,0.03,0.03,"1,702","1,586","2,080",349,413,,580,580,,,3.2
2594,12428.75,11573.00,0.06,0.08,0.08,0.08,0.04,0.05,0.05,0.06,0.06,0.07,0.05,0.06,0.07,0.08,0.05,0.03,0.03,0.03,"3,156","1,808",828,"1,361",771,"2,879","1,234",168,,,3.7
2600,7112.77,6887.74,0.05,0.07,0.06,0.05,0.08,0.07,0.05,0.05,0.07,0.07,0.08,0.08,0.05,0.05,0.03,0.03,0.03,0.03,,,,,,,355,,"1,221","5,260",9.3
2601,5500.89,4794.00,0.02,0.01,0.01,0.15,0.26,0.12,0.09,0.06,0.05,0.04,0.06,0.04,0.04,0.02,0.01,0.00,0.01,0.01,,,,,,,,1,,"2,238",4.1
2602,32123.64,28577.03,0.06,0.05,0.04,0.04,0.10,0.12,0.11,0.07,0.06,0.07,0.05,0.04,0.04,0.05,0.02,0.02,0.02,0.02,,,,"1,373","1,011","1,683","6,834","7,862","5,709","6,229",7.6
2603,9318.12,8635.00,0.05,0.06,0.07,0.05,0.05,0.09,0.08,0.06,0.10,0.09,0.08,0.05,0.06,0.04,0.03,0.02,0.02,0.03,536,507,,,,,,824,"1,311","6,136",8.7
2604,10403.45,8678.36,0.05,0.06,0.07,0.03,0.05,0.09,0.10,0.09,0.10,0.09,0.08,0.07,0.05,0.03,0.02,0.01,0.01,0.02,,,336,418,"1,633",671,678,226,228,"6,213",8.2
2605,12230.55,11386.00,0.07,0.08,0.05,0.04,0.06,0.07,0.07,0.08,0.09,0.06,0.05,0.05,0.04,0.05,0.02,0.04,0.03,0.05,,,,,,689,,"2,115","3,588","5,837",9.1
2606,9028.70,8158.00,0.07,0.07,0.06,0.04,0.05,0.07,0.09,0.06,0.05,0.05,0.11,0.06,0.05,0.03,0.03,0.03,0.07,0.01,,,,869,,876,"1,903","2,344",631,"1,286",6.6
2607,14402.67,13446.00,0.06,0.07,0.07,0.06,0.05,0.06,0.05,0.08,0.09,0.07,0.06,0.09,0.06,0.04,0.04,0.02,0.02,0.02,,,,836,458,,802,"1,459","3,638","7,206",8.9
2609,952.11,885.14,0.03,0.02,0.05,0.06,0.08,0.03,0.05,0.07,0.06,0.10,0.09,0.11,0.09,0.08,0.04,0.03,0.01,0.01,686,,,19,,,,245,,,2.9
2611,25008.20,23085.35,0.07,0.06,0.06,0.05,0.05,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.04,0.04,0.04,0.02,0.05,,,,117,"1,212","2,317","1,461","4,736","7,473","7,023",8.2
2612,16335.64,14674.91,0.05,0.04,0.04,0.07,0.14,0.17,0.12,0.09,0.05,0.05,0.04,0.05,0.03,0.03,0.02,0.01,0.01,0.01,"1,215",451,661,610,,,,951,"3,991","8,104",8.0
2614,20495.91,19119.00,0.07,0.05,0.05,0.05,0.08,0.08,0.09,0.08,0.07,0.06,0.05,0.06,0.05,0.04,0.04,0.03,0.03,0.04,,,,"1,946","1,822","1,473",698,"3,445","3,747","7,360",8.1
2615,48277.12,43690.02,0.08,0.06,0.04,0.05,0.09,0.10,0.09,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.02,0.01,0.01,,,"2,013","1,529","3,356","4,172","7,837","10,241","12,281","6,848",7.7
2617,33321.89,29756.06,0.07,0.05,0.05,0.06,0.15,0.12,0.09,0.07,0.05,0.05,0.05,0.05,0.05,0.03,0.02,0.02,0.01,0.01,281,,,712,"1,324","1,033","2,460","5,337","11,395","9,187",8.1
2618,1463.61,1383.00,0.03,0.08,0.10,0.08,0.05,0.04,0.05,0.07,0.07,0.11,0.06,0.07,0.06,0.04,0.03,0.03,0.01,0.01,,,,,,,,,276,"1,187",9.8
2619,10703.52,9416.00,0.09,0.08,0.09,0.08,0.05,0.05,0.07,0.09,0.11,0.09,0.05,0.04,0.04,0.04,0.02,0.00,0.00,0.00,,,,,,,,,783,"9,914",9.9
2620,44828.17,36809.47,0.06,0.06,0.06,0.06,0.07,0.08,0.08,0.07,0.07,0.08,0.06,0.07,0.05,0.04,0.03,0.02,0.02,0.01,"1,521","1,460","3,766","4,773","8,158","3,491","2,655","2,655","4,441","11,426",6.5
2621,4202.05,5367.39,0.06,0.06,0.09,0.07,0.04,0.05,0.06,0.06,0.07,0.09,0.08,0.09,0.06,0.05,0.03,0.03,0.01,0.01,,,,,,,401,"1,119",415,"2,267",9.1
2622,3806.88,3301.00,0.07,0.11,0.02,0.02,0.04,0.04,0.03,0.05,0.02,0.04,0.31,0.04,0.06,0.05,0.04,0.04,0.02,0.02,,,658,911,860,,957,400,,,5.2
2623,455.24,572.32,0.07,0.06,0.07,0.04,0.03,0.08,0.07,0.07,0.05,0.09,0.08,0.12,0.08,0.04,0.01,0.03,0.01,0.00,,,344,,,,112,,,,4.0
2625,441.45,469.00,0.06,0.04,0.06,0.04,0.09,0.08,0.07,0.06,0.10,0.09,0.08,0.07,0.05,0.05,0.04,0.01,0.02,0.00,,,,,,441,,,,,6.0
2626,472.94,469.00,0.04,0.06,0.07,0.14,0.03,0.06,0.07,0.04,0.10,0.05,0.12,0.06,0.03,0.05,0.05,0.02,0.01,0.02,,,,,,473,,,,,6.0
2627,5007.45,4383.56,0.05,0.05,0.07,0.08,0.10,0.10,0.05,0.05,0.08,0.08,0.05,0.06,0.06,0.05,0.05,0.03,0.02,0.00,,,,573,400,"1,025",511,923,"1,446",,6.9
2628,1723.63,1744.19,0.04,0.05,0.07,0.05,0.07,0.06,0.04,0.02,0.07,0.08,0.07,0.08,0.07,0.07,0.06,0.05,0.03,0.01,,420,,430,,476,,70,328,,5.2
2629,639.89,555.00,0.02,0.03,0.05,0.11,0.03,0.08,0.06,0.04,0.06,0.03,0.06,0.09,0.05,0.12,0.08,0.06,0.02,0.03,,,253,,,335,52,,,,4.9
2630,9251.62,8580.58,0.08,0.09,0.06,0.07,0.04,0.04,0.06,0.04,0.06,0.08,0.07,0.08,0.07,0.05,0.04,0.03,0.03,0.04,579,"2,319","1,315","1,962",321,986,"1,285",438,,,4.0
2631,669.19,615.00,0.02,0.06,0.07,0.06,0.03,0.04,0.06,0.06,0.05,0.04,0.08,0.10,0.08,0.07,0.07,0.06,0.01,0.05,,265,143,40,,164,57,,,,3.7
2632,1861.95,1796.00,0.03,0.04,0.06,0.00,0.02,0.02,0.03,0.16,0.06,0.04,0.14,0.11,0.07,0.08,0.06,0.03,0.01,0.06,,520,935,,287,120,,,,,3.2
2633,430.66,413.00,0.00,0.02,0.05,0.00,0.00,0.00,0.03,0.15,0.06,0.04,0.17,0.12,0.10,0.09,0.07,0.05,0.02,0.03,262,,,,169,,,,,,2.6
2640,37296.23,33802.57,0.06,0.06,0.07,0.08,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.06,0.05,0.05,0.04,0.03,0.02,0.03,"3,039","3,013","4,443","2,389","3,381","3,754","3,829","9,877","1,604","1,936",5.7
2641,15604.18,14294.62,0.06,0.08,0.05,0.05,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.07,0.09,0.06,0.05,0.03,0.03,0.02,"4,569","4,516","3,194",801,"1,001",704,466,330,,,2.7
2642,4748.97,4314.14,0.04,0.06,0.06,0.06,0.05,0.04,0.04,0.05,0.05,0.05,0.07,0.08,0.05,0.05,0.05,0.02,0.01,0.01,,402,,658,695,"1,738",466,791,,,5.7
2643,2517.00,2551.00,0.06,0.07,0.06,0.06,0.04,0.07,0.05,0.08,0.04,0.05,0.06,0.08,0.07,0.07,0.05,0.04,0.04,0.02,,494,"1,708",314,,,,,,,2.9
2644,2729.01,2416.04,0.06,0.05,0.07,0.06,0.05,0.06,0.05,0.04,0.07,0.07,0.07,0.06,0.08,0.07,0.06,0.04,0.03,0.03,,"1,161",,264,,,471,828,,,4.9
2645,382.27,398.00,0.04,0.03,0.03,0.05,0.03,0.03,0.02,0.02,0.03,0.06,0.06,0.06,0.05,0.05,0.06,0.04,0.03,0.04,269,,,,98,,,16,,,2.3
2646,7517.69,6994.09,0.05,0.06,0.06,0.05,0.04,0.03,0.05,0.03,0.06,0.06,0.07,0.06,0.08,0.08,0.07,0.06,0.03,0.04,529,"1,419","2,680","1,756",514,134,403,22,,,3.3
2647,2343.22,2009.25,0.05,0.07,0.04,0.06,0.04,0.06,0.05,0.07,0.03,0.06,0.06,0.08,0.08,0.10,0.07,0.04,0.04,0.02,,426,"1,267",219,419,,9,,,,3.3
2648,2698.49,2395.54,0.04,0.05,0.06,0.07,0.07,0.04,0.05,0.04,0.07,0.07,0.07,0.08,0.07,0.06,0.05,0.06,0.03,0.03,806,342,535,637,310,33,,,,,2.7
2649,34.19,29.00,0.07,0.09,0.03,0.04,0.06,0.16,0.01,0.05,0.03,0.04,0.07,0.10,0.07,0.07,0.06,0.04,0.02,0.01,,,,23,,,,,,,2.7
2650,60395.66,54277.45,0.07,0.07,0.06,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.04,0.03,0.02,0.02,"7,004","4,478","4,547","4,753","9,316","6,134","3,952","7,929","7,408","4,852",5.6
2651,2131.15,2210.00,0.06,0.10,0.08,0.11,0.17,0.11,0.08,0.07,0.03,0.08,0.04,0.04,0.03,0.02,0.00,0.01,0.00,0.01,,,890,,281,,,434,,,3.5
2652,4924.89,4440.23,0.05,0.08,0.06,0.06,0.05,0.04,0.04,0.05,0.05,0.07,0.07,0.07,0.06,0.04,0.03,0.02,0.02,0.01,211,758,535,679,"1,480",131,41,"1,070",,,4.7
2653,2568.63,2427.87,0.05,0.02,0.04,0.07,0.09,0.02,0.03,0.07,0.03,0.06,0.09,0.11,0.08,0.04,0.09,0.05,0.03,0.02,448,717,716,229,,456,,,,,3.0
2655,1364.34,1172.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,598,,220,77,,466,,,5.2
2656,1454.67,1351.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,,368,447,,,156,151,333,,,4.6
2658,1361.85,1359.00,0.05,0.05,0.06,0.05,0.04,0.03,0.04,0.03,0.04,0.04,0.05,0.05,0.06,0.06,0.05,0.04,0.03,0.04,,788,,,295,,279,,,,3.7
2659,912.77,869.00,0.06,0.04,0.07,0.07,0.04,0.06,0.06,0.04,0.03,0.06,0.07,0.06,0.05,0.08,0.06,0.04,0.01,0.02,,,479,,87,,,346,,,5.1
2660,1509.95,1522.00,0.08,0.07,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.07,0.06,0.09,0.06,0.04,0.02,0.03,,"1,011",,,,,499,,,,3.7
2661,340.96,329.00,0.13,0.04,0.01,0.10,0.20,0.20,0.14,0.07,0.03,0.05,0.01,0.00,0.01,0.01,0.00,0.01,0.00,0.01,,,,,,,,,341,,9.0
2663,5015.39,4817.30,0.06,0.06,0.06,0.06,0.07,0.08,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.05,0.04,0.04,0.03,0.02,"1,334","1,863",,566,,,150,330,,,2.2
2665,2427.39,2157.00,0.07,0.07,0.07,0.05,0.03,0.04,0.05,0.05,0.06,0.05,0.07,0.10,0.07,0.08,0.06,0.04,0.05,0.03,978,,,,189,789,201,270,,,4.2
2666,5515.54,5320.00,0.06,0.06,0.07,0.07,0.04,0.04,0.04,0.04,0.06,0.06,0.07,0.08,0.07,0.08,0.06,0.04,0.04,0.03,"1,398",568,"1,095",738,443,610,285,375,,,3.6
2668,480.53,443.00,0.08,0.10,0.09,0.04,0.02,0.03,0.05,0.07,0.05,0.06,0.05,0.06,0.10,0.07,0.04,0.05,0.03,0.01,226,,,,,,217,37,,,4.3
2669,1988.73,1779.00,0.06,0.07,0.07,0.05,0.02,0.03,0.05,0.04,0.06,0.05,0.06,0.06,0.05,0.06,0.04,0.03,0.02,0.02,305,,,282,342,861,198,,,,4.9
2671,3998.80,4021.00,0.08,0.08,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.08,0.05,0.06,0.04,0.04,0.04,0.04,,648,"2,106",59,269,294,622,0,,,3.8
2672,1535.89,1483.00,0.08,0.05,0.08,0.07,0.07,0.06,0.07,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.04,0.03,0.03,0.04,449,349,,474,,,263,,,,3.2
